"id";"extension";"name";"proto";"des";"return";"params"
"1642";"MS SQL Server";"mssql_rows_affected";"int mssql_rows_affected(resource conn_id)";"Returns the number of records affected by the query";"int";
"1643";"MS SQL Server";"mssql_select_db";"bool mssql_select_db(string database_name[, resource link_identifier])";"Select MS SQL database";"bool";
"1644";"Ming (flash)";"ming_setcubicthreshold";"void ming_setcubicthreshold(int threshold)";"Set cubic threshold (?)";"void";
"1645";"Ming (flash)";"ming_setscale";"void ming_setscale(int scale)";"Set scale (?)";"void";
"1646";"Ming (flash)";"ming_useswfversion";"void ming_useswfversion(int version)";"Use SWF version (?)";"void";
"1647";"Ming (flash)";"SWFAction";"new swfaction(string script)";"Creates a new Action.";"new";
"1648";"Ming (flash)";"SWFBitmap";"new swfbitmap(string filename[, int alphafilename])";"Loads Bitmap object";"new";
"1649";"Ming (flash)";"swfbutton_keypress";"int swfbutton_keypress(string str)";"Returns the action flag for keyPress(char)";"int";
"1650";"Ming (flash)";"SWFbutton->addAction";"void swfbutton->addaction(resource action, int flags)";"Adds an action";"void";
"1651";"Ming (flash)";"SWFbutton->addShape";"void swfbutton->addshape(resource shape, int flags)";"Adds a shape to a button";"void";
"1652";"Ming (flash)";"SWFbutton->setAction";"void swfbutton->setaction(resource action)";"Sets the action";"void";
"1653";"Ming (flash)";"SWFbutton->setdown";"void swfbutton->setdown(resource shape)";"Alias for addShape(shape, SWFBUTTON_DOWN)";"void";
"1654";"Ming (flash)";"SWFbutton->setHit";"void swfbutton->sethit(resource shape)";"Alias for addShape(shape, SWFBUTTON_HIT)";"void";
"1655";"Ming (flash)";"SWFbutton->setOver";"void swfbutton->setover(resource shape)";"Alias for addShape(shape, SWFBUTTON_OVER)";"void";
"1656";"Ming (flash)";"SWFbutton->setUp";"void swfbutton->setup(resource shape)";"Alias for addShape(shape, SWFBUTTON_UP)";"void";
"1657";"Ming (flash)";"SWFbutton";"new swfbutton()";"Creates a new Button.";"new";
"1658";"Ming (flash)";"SWFDisplayItem->move";"void swfdisplayitem->move(int dx, int dy)";"Moves object in relative coordinates.";"void";
"1659";"Ming (flash)";"SWFDisplayItem->moveTo";"void swfdisplayitem->moveto(int x, int y)";"Moves object in global coordinates.";"void";
"1660";"Ming (flash)";"SWFDisplayItem->remove";"void swfdisplayitem->remove()";"Removes the object from the movie";"void";
"1661";"Ming (flash)";"SWFDisplayItem->Rotate";"void swfdisplayitem->rotate(float ddegrees)";"Rotates in relative coordinates.";"void";
"1662";"Ming (flash)";"SWFDisplayItem->rotateTo";"void swfdisplayitem->rotateto(float degrees)";"Rotates the object in global coordinates.";"void";
"1663";"Ming (flash)";"SWFDisplayItem->scale";"void swfdisplayitem->scale(int dx, int dy)";"Scales the object in relative coordinates.";"void";
"1664";"Ming (flash)";"SWFDisplayItem->scaleTo";"void swfdisplayitem->scaleto(int x, int y)";"Scales the object in global coordinates.";"void";
"1665";"Ming (flash)";"SWFDisplayItem->setDepth";"void swfdisplayitem->setdepth(float depth)";"Sets z-order";"void";
"1666";"Ming (flash)";"SWFDisplayItem->skewX";"void swfdisplayitem->skewx(float ddegrees)";"Sets the X-skew.";"void";
"1667";"Ming (flash)";"SWFDisplayItem->skewXTo";"void swfdisplayitem->skewxto(float degrees)";"Sets the X-skew.";"void";
"1668";"Ming (flash)";"SWFDisplayItem->skewY";"void swfdisplayitem->skewy(float ddegrees)";"Sets the Y-skew.";"void";
"1669";"Ming (flash)";"SWFDisplayItem->skewYTo";"void swfdisplayitem->skewyto(float degrees)";"Sets the Y-skew.";"void";
"1670";"Ming (flash)";"SWFDisplayItem";"new swfdisplayitem()";"Creates a new displayitem object.";"new";
"1671";"Ming (flash)";"SWFFill->moveTo";"void swffill->moveto(int x, int y)";"Moves fill origin";"void";
"1672";"Ming (flash)";"SWFFill->skewXTo";"void swffill->skewxto(float x)";"Sets fill x-skew";"void";
"1673";"Ming (flash)";"SWFFill->skewYTo";"void swffill->skewyto(float y)";"Sets fill y-skew";"void";
"1674";"Ming (flash)";"SWFFill";"new SWFFill()";"Loads SWFFill object";"new";
"1675";"Ming (flash)";"SWFFont";"new swffont(string filename)";"Loads a font definition";"new";
"1676";"Ming (flash)";"SWFGradient->addEntry";"void swfgradient->addentry(float ratio, int red, int green, int blue[, int a])";"Adds an entry to the gradient list.";"void";
"1677";"Ming (flash)";"SWFGradient";"new swfgradient()";"Creates a gradient object";"new";
"1678";"Ming (flash)";"SWFMorph->getshape1";"mixed swfmorph->getshape1()";"Gets a handle to the starting shape";"mixed";
"1679";"Ming (flash)";"SWFMorph->getshape2";"mixed swfmorph->getshape2()";"Gets a handle to the ending shape";"mixed";
"1680";"Ming (flash)";"SWFMorph";"new swfmorph()";"Creates a new SWFMorph object.";"new";
"1681";"Ming (flash)";"SWFMovie->add";"void swfmovie->add(resource instance)";"Adds any type of data to a movie.";"void";
"1682";"Ming (flash)";"SWFMovie->nextframe";"void swfmovie->nextframe()";"Moves to the next frame of the animation.";"void";
"1683";"Ming (flash)";"SWFMovie->output";"int swfmovie->output([int compression])";"Dumps your lovingly prepared movie out.";"int";
"1684";"Ming (flash)";"swfmovie->remove";"void swfmovie->remove(resource instance)";"Removes the object instance from the display list.";"void";
"1685";"Ming (flash)";"SWFMovie->save";"int swfmovie->save(string filename[, int compression])";"Saves your movie in a file.";"int";
"1686";"Ming (flash)";"SWFMovie->setbackground";"void swfmovie->setbackground(int red, int green, int blue)";"Sets the background color.";"void";
"1687";"Ming (flash)";"SWFMovie->setframes";"void swfmovie->setframes(string numberofframes)";"Sets the total number of frames in the animation.";"void";
"1688";"Ming (flash)";"SWFMovie->streammp3";"void swfmovie->streammp3(string mp3FileName)";"Streams a MP3 file.";"void";
"1689";"Ming (flash)";"SWFMovie";"new swfmovie()";"Creates a new movie object, representing an SWF version 4 movie.";"new";
"1690";"Ming (flash)";"SWFShape->addFill";"void swfshape->addfill(int red, int green, int blue[, int a])void swfshape->addfill(SWFbitmap bitmap[, int flags])void swfshape->addfill(SWFGradient gradient[, int flags])";"Adds a solid fill to the shape.";"void";
"1691";"Ming (flash)";"SWFShape->drawCurve";"void swfshape->drawcurve(int controldx, int controldy, int anchordx, int anchordy)";"Draws a curve (relative).";"void";
"1692";"Ming (flash)";"SWFShape->drawCurveTo";"void swfshape->drawcurveto(int controlx, int controly, int anchorx, int anchory)";"Draws a curve.";"void";
"1693";"Ming (flash)";"SWFShape->drawLine";"void swfshape->drawline(int dx, int dy)";"Draws a line (relative).";"void";
"1694";"Ming (flash)";"SWFShape->drawLineTo";"void swfshape->drawlineto(int x, int y)";"Draws a line.";"void";
"1695";"Ming (flash)";"SWFShape->setLeftFill";"void swfshape->setleftfill(swfgradient fill)void swfshape->setleftfill(int red, int green, int blue[, int a])";"Sets left rasterizing color.";"void";
"1696";"Ming (flash)";"SWFShape->setRightFill";"void swfshape->setrightfill(swfgradient fill)void swfshape->setrightfill(int red, int green, int blue[, int a])";"Sets right rasterizing color.";"void";
"1697";"Ming (flash)";"SWFShape";"new swfshape()";"Creates a new shape object.";"new";
"1698";"Ming (flash)";"swfsprite->add";"void swfsprite->add(resource object)";"Adds an object to a sprite";"void";
"1699";"Ming (flash)";"SWFSprite->nextframe";"void swfsprite->nextframe()";"Moves to the next frame of the animation.";"void";
"1700";"Ming (flash)";"SWFSprite->remove";"void swfsprite->remove(resource object)";"Removes an object to a sprite";"void";
"1701";"Ming (flash)";"SWFSprite->setframes";"void swfsprite->setframes(int numberofframes)";"Sets the total number of frames in the animation.";"void";
"1702";"Ming (flash)";"SWFSprite";"new swfsprite()";"Creates a movie clip (a sprite)";"new";
"1703";"Ming (flash)";"SWFText->addString";"void swftext->addstring(string string)";"Draws a string";"void";
"1704";"Ming (flash)";"SWFText->moveTo";"void swftext->moveto(int x, int y)";"Moves the pen";"void";
"1705";"Ming (flash)";"SWFText->setColor";"void swftext->setcolor(int red, int green, int blue[, int a])";"Sets the current font color";"void";
"1706";"Ming (flash)";"SWFText->setFont";"void swftext->setfont(string font)";"Sets the current font";"void";
"1707";"Ming (flash)";"SWFText->setHeight";"void swftext->setheight(int height)";"Sets the current font height";"void";
"1708";"Ming (flash)";"SWFText->setSpacing";"void swftext->setspacing(float spacing)";"Sets the current font spacing";"void";
"1709";"Ming (flash)";"SWFText";"new swftext()";"Creates a new SWFText object.";"new";
"1710";"Ming (flash)";"SWFTextField->addstring";"void swftextfield->addstring(string string)";"Concatenates the given string to the text field";"void";
"1711";"Ming (flash)";"SWFTextField->align";"void swftextfield->align(int alignement)";"Sets the text field alignment";"void";
"1712";"Ming (flash)";"SWFTextField->setbounds";"void swftextfield->setbounds(int width, int height)";"Sets the text field width and height";"void";
"1713";"Ming (flash)";"SWFTextField->setcolor";"void swftextfield->setcolor(int red, int green, int blue[, int a])";"Sets the color of the text field.";"void";
"1714";"Ming (flash)";"SWFTextField->setFont";"void swftextfield->setfont(string font)";"Sets the text field font";"void";
"1715";"Ming (flash)";"SWFTextField->setHeight";"void swftextfield->setheight(int height)";"Sets the font height of this text field font.";"void";
"1716";"Ming (flash)";"SWFTextField->setindentation";"void swftextfield->setindentation(int width)";"Sets the indentation of the first line.";"void";
"1717";"Ming (flash)";"SWFTextField->setLeftMargin";"void swftextfield->setleftmargin(int width)";"Sets the left margin width of the text field.";"void";
"1718";"Ming (flash)";"SWFTextField->setLineSpacing";"void swftextfield->setlinespacing(int height)";"Sets the line spacing of the text field.";"void";
"1719";"Ming (flash)";"SWFTextField->setMargins";"void swftextfield->setmargins(int left, int right)";"Sets the margins width of the text field.";"void";
"1720";"Ming (flash)";"SWFTextField->setname";"void swftextfield->setname(string name)";"Sets the variable name";"void";
"1721";"Ming (flash)";"SWFTextField->setrightMargin";"void swftextfield->setrightmargin(int width)";"Sets the right margin width of the text field.";"void";
"1722";"Ming (flash)";"SWFTextField";"new swftextfield([int flags])";"Creates a text field object";"new";
"1723";"Misc.";"connection_aborted";"int connection_aborted()";"Returns TRUE if client disconnected";"int";
"1724";"Misc.";"connection_status";"int connection_status()";"Returns connection status bitfield";"int";
"1725";"Misc.";"connection_timeout";"bool connection_timeout()";"Return TRUE if script timed out";"bool";
"1726";"Misc.";"constant";"mixed constant(string name)";"Returns the value of a constant";"mixed";
"1727";"Misc.";"define";"bool define(string name, mixed value[, bool case_insensitive])";"Defines a named constant.";"bool";
"1728";"Misc.";"defined";"bool defined(string name)";"Checks whether a given named constant exists";"bool";
"1729";"Misc.";"die";;"Equivalent to exit";;
"1730";"Misc.";"eval";"mixed eval(string code_str)";"Evaluate a string as PHP code";"mixed";
"1731";"Misc.";"exit";"void exit([string status])void exit(int status)";"Output a message and terminate the current script";"void";
"1732";"Misc.";"highlight_file";"mixed highlight_file(string filename[, bool return])";"Syntax highlighting of a file";"mixed";
"1733";"Misc.";"highlight_string";"mixed highlight_string(string str[, bool return])";"Syntax highlighting of a string";"mixed";
"1734";"Misc.";"ignore_user_abort";"int ignore_user_abort([bool setting])";"Set whether a client disconnect should abort script execution";"int";
"1735";"Misc.";"pack";"string pack(string format[, mixed args])";"Pack data into binary string.";"string";
"1736";"Misc.";"php_check_syntax";"bool php_check_syntax(string file_name[, string error_message])";"Check the syntax of the specified file";"bool";
"1737";"Misc.";"php_strip_whitespace";"string php_strip_whitespace(string file_name)";"Return source with stripped comments and whitespace";"string";
"1738";"Misc.";"show_source";;"Alias of highlight_file";;
"1739";"Misc.";"sleep";"void sleep(int seconds)";"Delay execution";"void";
"1740";"Misc.";"time_nanosleep";"mixed time_nanosleep(int seconds, int nanoseconds)";"Delay for a number of seconds and nano seconds";"mixed";
"1741";"Misc.";"uniqid";"string uniqid(string prefix[, bool lcg])";"Generate a unique ID";"string";
